LIA_NUM,DATE,APE_SICORE,LIB_SICORE,EVT_SICORE,AUTO,NAT_SICORE,SURF
J00010068757,2022-04-22 04:01:36,7021Z,CONSEIL EN COMMUNICATION  COMMUNITY MANAGEMENT  REALISATION DE PHOTOS ET VIDEOS PROMOTIONNELLES  ACTIVITE D AGENCE DE COMMUNICATION ,01P,X,,
J00010063352,2022-04-20 19:33:03,4322A,PLOMBERIE   DEPANNAGE  CLIMATISATION,01P,M,14,
J00010098432,2022-05-02 19:34:00,4791A,VENTE DE MONTRES EN SERIE LIMITEE A 200 EXEMPLAIRES ,01P,C,99,
J00010099562,2022-05-03 14:16:24,4331Z,PLAQUISTE,05P,M,14,
J00010079432,2022-05-02 19:32:34,5610C,PREPARATION DE BURGER,01P,C,99,
J00010065407,2022-04-20 19:35:26,6312Z,CREATION APPLICATION MOBILE SUR INTERNET QUI PERMET A DES PARTICULIERS DE LOUER LEURS VETEMENTS OU DIVERS D OBJETS A D AUTRES PARTICULIERS,01P,X,,
J00010042166,2022-04-11 19:32:36,9511Z,DEPANNAGE INFORMATIQUE ET INTERNET A DOMICILE,05P,C,99,
J00010042216,2022-04-11 19:32:41,7022Z,CONSEIL AUX ENTREPRISES,01P,C,99,
J00010089902,2022-04-28 19:34:59,5912Z,MONTAGE DE VIDEO TYPE PUBLICITAIRE  DIVERTISSANTE,01P,X,,
J00010074698,2022-04-27 19:33:57,7810Z,CHASSEUR DE TETE,05P,X,,
J00010094928,2022-04-30 11:31:24,7420Z,PHOTOGRAPHIE  SHOOTING ,01P,X,,
J00010035566,2022-04-06 19:33:20,8559A,FORMATION  NUTRITION ET VENTE DE PRODUIT ALIMENTAIRE,05P,X,,
J00010025633,2022-03-31 19:32:55,5610C,RESTAURATION SUR PLACE ET A EMPORTER   FOOD TRUCK,05P,M,16,
J00010060168,2022-04-19 19:34:27,7410Z,DESIGN UX UI ET INTEGRATION WEB  SPECIALISE EN ACCESSIBILITE NUMERIQUE   RECHERCHES ET TESTS UTILISATEURS,01P,X,,
J00010077352,2022-04-26 03:46:05,5911A,JE SUIS PRODUCTRICE VIDEO DANS L AUDIOVISUEL  J EFFECTUE DU CADRAGE  DU MONTAGE ET DE LA GESTION DE PROJET VIDEO ,01P,X,,
J00010095032,2022-04-30 11:31:31,8299Z,INGENIEUR D AFFAIRE  FORMATEUR  COACH,05P,X,,
J00010084267,2022-04-28 03:55:45,8690E,CHIROPRACTEUR,05P,L,,
J00010084408,2022-04-28 03:55:48,8532Z,DISPENSE DE FORMATION AEROPORTUAIRE,05P,X,,
J00010084317,2022-04-28 03:55:47,3511Z,DEPANNAGE  VENTE   INTALLATION DE MATERIELS ELECTRIQUES  DOMOTIQUES  PHOTOVOLTAIQUE ,01P,M,99,
J00010082998,2022-04-28 03:55:56,7022Z,CONSEIL AUX ENTREPRISES,01P,X,,
J00010083038,2022-04-28 03:55:57,7022Z,CONSEIL AUX ENTREPRISES,01P,X,,
J00010083848,2022-04-28 03:56:02,7022Z,CONSEIL AUX ENTREPRISES,01P,X,,
J00010058402,2022-04-18 19:31:25,7410Z,GRAPHISTE PAO  SITES INTERNET  COMMUNICATION  CREATIONS DE VISUELS  ACCOMPAGNEMENT GRAPHIQUE,01P,C,04,
J00010082972,2022-04-28 03:55:54,7022Z,CONSEIL AUX ENTREPRISES,01P,X,,
J00010051472,2022-04-19 14:26:20,9003B,REDACTION D ARTICLES DIVERS,01P,C,99,
J00010068187,2022-04-21 19:34:49,8121Z,NETTOYAGE DE LOCAUX  VITRES,01P,X,,
J00010086957,2022-04-29 08:30:40,1814Z,PREPARATEUR DE COMMANDE   FACONNAGE ET MISE EN CARTON DES JOURNAUX ,01P,X,,
J00010013001,2022-03-17 19:32:44,7410Z,REALISER DES OBJETS  OUTILS D IMAGE  TECHNIQUE UTILISE   MOTION DESIGN  ILLUSTRATION  PEINTURE  WEBDESIGN   ,01P,X,,
J00010047660,2022-04-13 03:41:59,5814Z,CREATION DE VIDEOS DE VULGARISATION HISTORIQUE PUBLIEES SUR YOUTUBE  J ECRIS  FILME  MONTE ET PUBLIE DES VIDEOS QUE JE PUBLIE SUR YOUTU,01P,C,04,
J00010085157,2022-04-28 03:56:27,0162Z,PENSION EQUINE,01P,A,,
J00010085207,2022-04-28 03:56:31,5320Z,LIVRAISON A VELO,01P,X,,
J00010047116,2022-04-13 14:35:37,8211Z,AIDE COMMERCIALE ET OU ADMINISTRATIVE AUX ENTREPRISES,,C,99,
J00010063667,2022-04-22 19:33:50,3312Z,PRESTATION DE SERVICE MAINTENANCE  REPARATION DEPANNAGE D ENGINS DE CHANTIER ET DE MANUTENTIONS  CACES G ET CACES F ,01P,M,99,
J00010084598,2022-04-28 03:56:11,6820A,LOUEUR EN MEUBLE NON PROFESSIONNEL,01P,I,,
J00010085058,2022-04-28 03:56:20,6831Z,AGENT COMMERCIAL EN IMMOBILIER,01P,R,,
J00010050748,2022-04-14 15:43:59,4791A,APPROVISIONNEMENT AUPRES D UN GROSSISTE EN MARCHANDISES DANS L ETAT EN VUE DE LES VENDRE A UNE CLIENTELE DE PARTICULIERS ,01P,C,99,
J00010057792,2022-04-16 19:31:46,7420Z,PHOTOGRAPHIE DE PERSONNES  D EVENEMENTS  DE LIEUX PUBLICS OU PRIVES   ,01P,X,,
J00010088607,2022-04-28 19:33:37,5629B,SERVICE EN SALLE EN RESTAURATION,05P,X,,
J00010084432,2022-04-28 03:56:09,7022Z,CONSEIL EN RESSOURCES HUMAINES,01P,X,,
J00010084622,2022-04-28 03:56:15,8299Z,DELIVRANCE DE PRESTATION DE COMMUNICATION POUR LES PECHEURS ,01P,X,,
J00010085132,2022-04-28 03:56:24,8121Z,HOMME TOUTE MAIN,05P,M,99,
J00010085272,2022-04-28 03:56:33,3320A,TRAVAUX DE SOUDAGES   SOUDURE,01P,M,14,
J00010073617,2022-04-24 03:31:54,5320Z,COURSIERS UBER,01P,X,,
J00010098887,2022-05-03 11:39:52,6820A,LOCATION MEUBLEE NON PROFESSIONNEL,01P,I,,
J00010042976,2022-04-11 19:33:20,6831Z,AGENT COMMERCIAL MANDATAIRE,01P,X,,
J00010043586,2022-04-11 19:33:37,5520Z,LOUEUR RESIDENCE TOURISTIQUE EN MEUBLES NON PROFESSIONNEL,01P,I,,
J00010055747,2022-04-15 19:34:27,4932Z,VEHICULE DE TRANSPORT AVEC CHAUFFEUR,05P,M,99,
J00010092708,2022-05-02 10:14:59,4932Z,TRANSPORT DE VOYAGEURS  VTC ,54P,M,99,
J00010099802,2022-05-03 03:39:48,4791B,VENTE DE CARNET DE SANTE POUR ANIMAUX AINSI QUE DIVERS ARTICLES DE PAPETERIE ,01P,C,99,
J00010072122,2022-04-23 04:02:06,7320Z,ETUDES CONSOMMATEURS   MARKET INTELLIGENCE   COACHING DE MARQUES,01P,X,,
J00010059228,2022-04-19 14:04:24,4519Z,COMMERCE D AUTRES VEHICULES AUTOMOBILES,05P,C,99,
J00010058048,2022-04-17 03:32:12,4520A,LAVAGE ET LUSTRAGE AUTOMOBILE,01P,M,99,
J00010067718,2022-04-21 19:33:58,9609Z,PRESTATIONS DE COMMUNICATIONS ANIMALES,01P,X,,
J00010093417,2022-04-29 19:37:12,8129B,NETTOYEUR DE CANAPES  TAPIS ET FAUTEUILS,01P,M,99,
J00010067692,2022-04-21 19:33:43,7022Z,CONSEIL EN MARKETING DIGITAL,05P,X,,
J00010016731,2022-03-23 19:35:04,5320Z,LIVRAISON DE REPAS A DOMICILE AVEC DELIVEROO ET OU UBER EATS,01P,X,,
J00010025336,2022-03-31 19:32:38,7410Z,DESIGN ET VENTE DE VETEMENTS,01P,C,99,
J00010073757,2022-04-24 03:32:15,4789Z,VENTE AU DETAIL DE LOTS DIVERS,01P,C,16,
J00010092427,2022-04-29 19:36:02,9609Z,PRESTATIONS DE SERVICES AUPRES DES VACANCIERS POUR DES LOCATIONS DE MEUBLES EN COURTE DUREE ENTREE SORTIE PRESTATION DE MENAGE ET BLANCHISSE,05P,X,,
J00010043966,2022-04-11 19:33:57,5814Z,REDACTION WEB,05P,X,,
J00010060788,2022-04-19 19:35:31,8553Z,INSTRUCTEUR AVIATION,01P,X,,
J00010078707,2022-04-26 19:33:30,9329Z,ANIMATEURS D ACTIVITES SPORTIVES  ARTISTIQUES ET DE LOISIRS ,01P,X,,
J00010042190,2022-04-14 03:38:24,6202A,CONSEILS ET DEVELOPPEMENTS INFORMATIQUES,01P,X,,
J00010088268,2022-04-28 19:33:27,8299Z,POINTAGE BANCAIRE,05P,M,99,
J00010013761,2022-03-18 19:32:14,5621Z,CUISINIER,01P,C,99,
J00010078798,2022-04-26 19:33:32,7022Z,CONSEIL AUX ENTREPRISES SUR L INFORMATIQUES ET LES NOUVELLES TECHNOLOGIES,01P,X,,
J00010078848,2022-04-26 19:33:39,8121Z,ENTRETIEN D IMMEUBLES PARTIES COMMUNES  DEBARRAS  REMISE EN ETAT DE LOCAUX  ENTRETIEN DE PARKINGS  ENTRETIEN DE LOCAUX COMMERCIAUX ,01P,X,,
J00010079028,2022-04-26 19:33:49,4941A,TRANSPORT DE MARCHANDISES,01P,C,99,
J00010055192,2022-04-15 19:33:20,6820A,LOCATION D UN STUDIO MEUBLE EN STATUT LMNP,01P,I,,
J00010078822,2022-04-26 19:33:36,8230Z,ORGANISATION D EVENEMENTS POUR LES ENTREPRISES,01P,X,,
J00010079002,2022-04-26 19:33:50,9609Z,THERAPEUTE HOLISTIQUE  ASTROLOGIE  ART THERAPIE  ENERGETICIENNE  NUTRIPUNCTURE,05P,X,,
J00010040418,2022-04-25 19:39:47,6201Z,DEVELOPPEMENT D APPLICATION WEB  SITE WEB  APPLICATION MOBILE VIA UN ORDINATEUR A PARTIR DES LANGAGES INFORMATIQUE TELS QUE JAVASCRIPT  JAVA,01P,C,99,
J00010016871,2022-03-23 19:35:30,6201Z,ACHAT REVENTE SUR INTERNET DE CARTES ET DE JEUX D OCCASION,01P,C,99,
J00010016921,2022-03-23 19:35:33,6311Z,EDITION  PUBLICATION EN LIGNE  BASE DE DONNEES  REPERTOIRES  LISTES D ADRESSES   C EST POUR DE LA VENTE D ESPACE D OFFRES D EMPLOI EN LIGN,01P,C,99,
J00010037133,2022-04-12 11:32:18,6820A,LOCATION MEUBLEE,05P,I,,
J00010041382,2022-04-25 19:41:30,5320Z,UBER EATS,01P,C,99,
J00010000347,2022-04-22 19:32:50,9609Z,TRAVAIL D EXTRA EN CUISINE DANS DES RESTAURANTS  CUISINE TRADITIONNELLE FRANCAISE,01P,M,99,
J00010017721,2022-03-25 11:32:13,8211Z,SERVICES ADMINISTRATIF  SAISIE DE DOCUMENTS  FACTURATION  RECOUVREMENT  SUIVI CLIENTS  SUIVI FOURNISSEURS  SUIVI DES COMPTES BANCAIRES    ,01P,M,99,
J00010099968,2022-05-03 11:31:32,4941B,TAXIS EQUINS,01P,X,,
J00010054377,2022-04-15 11:31:39,6201Z,DEVELOPPEUR  CONCEPTION DE SITE WEB  PROGRAMMATION INFORMATIQUE  ETC  ,01P,X,,
J00010035368,2022-04-19 03:31:34,5912Z,POST PRODUCTION DE VIDEOS   MONTAGE ET ETALONNAGE  CLIPS MUSICAUX  VIDEOS PUBLICITAIRES  PROMOTIONNELLES    ,01P,X,,
J00010096402,2022-05-01 19:31:54,5320Z,LIVRAISON UBER EAT VELO,01P,C,99,
J00010084127,2022-04-28 03:52:22,9329Z,LOCATION DE STRUCTURES GONFLABLES ET METALLIQUES,01P,C,99,
J00010012961,2022-03-18 11:36:05,5814Z,PRODUCTION D ARTICLES ET CONTENUS MEDIATIQUES  ANIMATIONS FORMATIONS SUR LES THEMES LIES AUX MEDIAS  AU NUMERIQUE ET A L INFORMATION ,01P,X,,
J00010050540,2022-04-14 03:39:21,5320Z,SERVICES COURSIERS URBAINS INDEPENDANT,01P,X,,
J00010088227,2022-04-28 19:33:15,7420Z,PHOTOGRAPHE ILLUSTRATEUR SANS DROITS D AUTEUR,05P,M,99,
J00010030120,2022-04-04 11:31:46,6201Z,EDITION DE LOGICIEL VIDEO LUDIQUES BASES SUR LE MOTEUR DE JEU  UNREAL ENGINE  ,01P,C,04,
J00010079077,2022-04-26 19:34:07,8810A,ACCOMPAGNEMENT DES PERSONNES AGEES,01P,X,,
J00010073732,2022-04-24 03:32:13,5320Z,COURSIER URBAIN INDEPENDANT,01P,C,99,
J00010098242,2022-05-02 19:34:03,7022Z,CONSEIL DANS LE MONTAGE ET LE PILOTAGE DES FORMATIONS ET DANS LA GESTION DU PLAN DE FORMATION,01P,X,,
J00010079168,2022-04-26 19:34:08,7410Z,WEBDESIGNER,05P,X,,
J00010074367,2022-04-25 03:31:54,9609Z,SEANCES DE RELAXATION  INSPIREES DU YOGA  DE LA SOPHROLOGIE SOIT A L EXTERIEUR  A MON DOMICILE  EN ENTREPRISE OU CHEZ LES PERSONNES,01P,X,,
J00010078962,2022-04-27 10:51:37,8121Z,NETTOYAGE ET ENTRETIEN,01P,M,99,
J00010067478,2022-04-21 19:33:38,9609Z,SOPHROLOGUE CERTIFIE,01P,X,,
J00010052447,2022-04-14 19:33:42,5320Z,LIVRAISON PLATEAUX REPAS,01P,X,,
J00010061562,2022-04-25 19:40:42,3315Z,ENTRETIEN ET PETITES REPARATION  ENTRETIEN DE BATEAUX  POLISSAGE DES COQUES A L AIDE DE PRODUITS SPECIFIQUES ET DE MACHINES LUSTREUSES ,01P,M,99,
J00010079317,2022-04-26 19:34:20,8531Z,ENSEIGNEMENT  SECONDAIRE ,01P,X,,
J00010098192,2022-05-02 19:33:36,9329Z,LOCATION DE JEUX  COSTUMES ET ACCESSOIRES  PRESTATION D ANIMATION,01P,C,99,
J00010099398,2022-05-03 03:39:01,2229B,OBJETS PERSONNALISES EN PLEXIGLASS,01P,M,04,
J00010068682,2022-04-22 09:41:00,6831Z,ACTIVITES IMMOBILIERES POUR LE COMPTE DE TIERS,01P,R,,
J00010083707,2022-04-27 19:34:40,7490B,CONSULTANT EN TECHNOLOGIE,01P,X,,
J00010096618,2022-05-02 10:35:30,5520Z,LOCATION SAISONNIERE,05P,I,,
J00010079648,2022-04-26 19:34:40,7022Z,TOUTES PRESTATIONS DE CONSEIL ET DE SERVICES FINANCIERS ET STRATEGIQUES AUPRES DES PARTICULIERS ET DES ENTREPRISES DE TOUT SECTEUR,01M,C,99,
J00010084192,2022-04-28 03:52:24,8121Z,HOMME DE TOUTES MAINS  PETIT BRICOLAGE  MONTAGE DE MEUBLE  NETTOYAGE DIVERS ,01P,X,,
J00010079192,2022-04-26 19:34:12,6201Z,DEVELOPPEUR INFORMATIQUE,01P,X,,
J00010079242,2022-04-26 19:34:17,8559B,AIDES AUX APPRENTISSAGES POUR LES ENFANTS SUIVANT DES COURS DU CYCLE 2 AU CYCLE 3 DE L ECOLE ELEMENTAIRE   INDIVIDUEL OU EN PETIT EFFECTIF ,01P,X,,
J00010079572,2022-04-26 19:34:38,7112B,INGENIERIE   CONSEIL  ENTE DE SOLUTIONS TECHNIQUES DE RENOVATION  AMELIORIATION DE L HABITAT  ET EN GENERAL TOUS TRAVAUX,01M,R,,
J00010068237,2022-04-21 19:34:51,7490B,CONSEIL DANS LE DOMAINE DE L ENERGIE ET DE L ENVIRONNEMENT,01P,X,,
J00010022846,2022-03-30 10:16:46,7021Z,PARTICULIER  ENTREPRISE  COMMUNICATION  MARKETING  ORGANISATION  GESTION  EVENEMENTS,01P,X,,
J00010079697,2022-04-26 19:34:42,6202A,CONSEIL EN SYSTEMES ET LOGICIELS INFORMATIQUES,01P,X,,
J00010035350,2022-04-06 19:33:12,8211Z,GESTION ADMINISTRATIVE ET COMPTABLE,05P,X,,
J00010090462,2022-04-29 03:38:14,8559A,FORMATION ET INFORMATION SUR LE DROIT ET LA GESTION DES AFFAIRES,01P,C,99,
J00010068807,2022-04-22 04:01:34,4791B,COMMERCE  PRESTATIONS DE SERVICES  VENTE EN LIGNE,01P,C,99,
J00010095628,2022-05-02 10:42:49,6820A,LOCATION MEUBLEE NON PROFESSIONNELLE,01P,I,,
J00010050086,2022-04-14 03:38:24,6202A,CONSULTANT EN AUDIT DE SECURITE INFORMATIQUE,05P,X,,
J00010037943,2022-04-08 04:12:29,5911B,PREPARATION DE TOURNAGE  CAPTATION VIDEO ET AUDIO  MONTAGE VIDEO ET AUDIO  PREMIERE PRO   PRISE DE PHOTOS ,05P,X,,
J00010073468,2022-04-23 19:31:46,4321A,CABLAGES ET MONTAGES ELECTRIQUES  ACTIVITES DE SERVICES  MONTAGES ET DEMONTAGES EVENEMENTIELS  MANUTENTION   ,05P,L,,
J00010079762,2022-04-26 19:34:49,7410Z,DESIGNER SANS DROIT D AUTEUR,05P,X,,
J00010079812,2022-04-26 19:34:50,5912Z,ENREGISTREMENT MIXAGE MASTERING COMPOSITION BEATMAKING MONTAGE VIDEO,01P,X,,
J00010082857,2022-05-02 19:33:33,7430Z,PRISE EN CHARGE DE CLIENT LORS DE SESSION SCRIBE A DESTINATION DE SOURD OU MALENTENDANT  TRANSCRIPTION DE D ECHANGE  INCLUSIVITE ,01P,X,,
J00010096428,2022-05-01 19:32:00,8211Z,SERVICES A LA PERSONNE   ASSISTANCE ADMINISTRATIVE A DOMICILE,01P,X,,
J00010076362,2022-04-25 19:40:44,7022Z,CONSEIL AUX ENTREPRISES ET DESIGNER,01P,X,,
J00010063717,2022-04-20 19:33:40,7410Z,CREATEUR DE CONTENU DIGITALE  ARTISTE 3D SUR LOGICIEL INFORMATIQUE  CHARACTER DESIGNER  JE CONCOIS DES MODELELISATION EN 3D DE PERSONNAGES  ,01P,X,,
J00010058477,2022-04-20 08:52:27,5320Z,TRANSPORT   LIVRAISON   DISTRIBUTION,01P,C,99,
J00010027183,2022-04-01 19:32:05,6202A,AIDE ET ASSISTANCE AUX DEMARCHES NUMERIQUE ET A L UTILISATION DES OUTILS NUMERIQUES,01P,L,,
J00010038099,2022-04-08 04:12:35,6810Z,VENTES DE BIENS IMMOBILIERS  MAISONS  APPARTEMENTS  BUREAUX ETC ,05P,R,,
J00010080158,2022-04-27 03:59:41,6820A,LOUEUR MEUBLE NON PROFESIONELLE,01P,I,,
J00010054708,2022-04-15 19:33:07,8130Z,LA REALISATION DE TOUS TRAVAUX D AMENAGEMENTS PAYSAGERS  CONSEIL EN AMENAGEMENT PAYSAGER  ACHAT REVENTE DE PRODUITS VEGETAUX ET FOURNIT,01P,C,99,
J00010099117,2022-05-02 19:34:53,7022Z,CONSEIL EN ORGANISATION DE VOYAGES,01P,X,,
J00010085652,2022-04-28 08:34:00,6820A,LOUEUR MEUBLE NON PROFESSIONNEL,01P,I,,
J00010076107,2022-04-25 19:40:33,7022Z,CONSULTANT EN ASSISTANCE ADMINISTRATIVE,01P,X,,
J00010020931,2022-03-29 03:54:59,6201Z,DEVELOPPEUR INFORMATIQUE WEB EN FREELANCE   DISTANCE,01P,X,,
J00010031482,2022-04-20 03:46:07,5920Z,VENTE D OEUVRE ET CESSION DE BANDES INSTRUMENTALES,01P,C,99,
J00010050136,2022-04-14 03:39:10,9604Z,MASSAGE BIEN ETRE,01P,X,,
J00010079937,2022-04-26 19:35:06,5813Z,CREATION DE CONTENU SUR INTERNET  AUTEUR,01P,X,,
J00010080067,2022-04-27 03:59:32,7022Z,CONSEIL ASSISTANCE EN FINANCE,05P,X,,
J00010064392,2022-04-20 19:34:16,7022Z,AIDE AU DEVELOPPEMENT COMMERCIAL D ENTREPRISES SPECIALISEES DANS L EMBALLAGE  PRESTATIONS DE SERVICES COMMERCIAUX   FORMATIONS   CONSEILS,01P,C,99,
J00010096592,2022-05-02 12:59:47,4799A,VENTE DE PRODUITS NUTRITIONNELS ET COSMETIQUES ET ORGANISATION ET GESTION D EVENEMENTS SPORTIFS ET ENTREPRENEURIAUX,01P,C,99,
J00010079838,2022-04-26 19:35:11,7022Z,CONSEIL AUX ENTREPRISES,01P,X,,
J00010032993,2022-04-13 19:32:18,1439Z,FABRICATION D ACCESSOIRES A PARTIR DE PELOTE DE LAINE  CROCHET  TRICOT  ET DE TISSU  COUTURE ,01P,M,04,
J00010076297,2022-04-25 19:40:41,8211Z,ASSISTANCE ADMINISTRATIVE ET SOUTIEN AUX ENTREPRISES,01P,X,,
J00010051738,2022-04-14 19:32:44,9529Z,ACTIVITE AMBULANTE DE REPARATION ET ENTRETIEN DE CYCLES NON MOTORISES,01P,M,99,
J00010079952,2022-04-26 19:35:09,6820A,LMNP,01P,I,,
J00010058022,2022-04-26 19:35:17,6820A,LOCATION DE MEUBLE,01P,I,,
J00010080372,2022-04-27 10:06:02,6820A,LOCATION D UN APPARTEMENT MEUBLE,01P,I,,
J00010038149,2022-04-08 04:12:41,9602B,PROTHESIE ONGULAIRE,01P,M,99,
J00010026086,2022-04-01 10:02:21,4781Z,VENTE CONFISERIE  PATISSERIE  PANIER GARNI SUR LES MARCHES ET EN LIGNE,05P,C,16,
J00010045177,2022-04-20 03:42:24,8690F,DIETETIQUE LIBERALE  ATELIERS DIETETIQUES DANS DES ECOLES,01P,X,,
J00010020121,2022-03-28 03:32:16,8121Z,ACTIVITE DE MENAGE,01P,X,,
J00010093698,2022-04-29 19:38:13,4399A,ETANCHEITE BITUMEUSE  POSE DE TERRASSE  RECHERCHE DE FUITE,01P,M,14,
J00010012441,2022-03-16 19:35:37,9001Z,PROPOSITION DE SPECTACLES A DIFFERENTS ORGANISMES   FOYERS  CE  CENTRE SOCIAUX     ,01P,X,,
J00010090298,2022-04-29 03:38:05,4619B,AGENT COMMERCIALE INDEPENDANT,01P,C,99,
J00010063592,2022-04-20 19:33:08,5911A,PRODUCTION DE FILMS  VIDEOS ET PHOTOS PROMOTIONNELS OU PUBLICITAIRES EN VUE AERIENNE REALISEES PAR DRONE ET ORGANISATION D ATELIER DE CINEMA,05P,X,,
J00010064418,2022-04-20 19:34:18,7021Z,EXPERTE EN GESTION DE PROJETS ET RELATION CLIENTS   OPERATIONS DE SERVICE CLIENTS  CREATIONS DE CONTENUS ET PROCESS,01P,X,,
J00010080422,2022-04-27 10:14:53,0149Z,ELEVAGE D AUTRES ANIMAUX,01P,A,,
J00010064038,2022-04-22 15:53:18,7420Z,PHOTOGRAPHIE ET VIDEO,,X,,
J00010032332,2022-04-19 19:36:23,4634Z,GROSSISTE EN VIN ET CHAMPAGNE  ACHAT ET VENTE DE VINS ET CHAMPAGNES POUR PROFESSIONNELS ET PARTICULIERS,01P,C,99,
J00010092237,2022-04-29 19:35:49,7120B,VISITE TECHNIQUE CHEZ DES PARTICULIERS CONCERNANT LES PANNEAUX SOLAIRES  VMC  POELE A GRANULES  ETC ,01P,X,,
J00010039907,2022-04-14 19:33:11,9604Z,PRATIQUE DE SOINS DU CORPS  SOINS DE BIEN ETRE ET DE BEAUTE ,01P,C,99,
J00010096808,2022-05-02 11:55:53,8121Z,SOCIETE DE MULTISERVICES ET OU PETITS TRAVAUX AUX PARTICULIERS,01P,X,,
J00010096642,2022-05-02 11:41:30,8899B,CONSULTING DANS LES CHR,05P,C,99,
J00010071348,2022-04-22 19:33:37,3299Z,CREATION DE TERRARIUMS  CREATION D OBJETS DE DECORATION  ,01P,C,16,
J00010085512,2022-04-28 04:00:23,1392Z,CREATIONS TEXTILES ET ACCESSOIRES   COUSSINS  SACS  DOUDOUS  BOUCLES D OREILLES  JUPES ENFANTS  BANDEAUX  PORTE CLES  DECORATION,01P,M,04,
J00010084077,2022-04-28 04:00:19,7410Z,LE MOTION DESIGNER EST UN REALISATEUR DE PRODUITS GRAPHIQUES ET INTERACTIFS ,01P,X,,
J00010025930,2022-03-31 19:33:14,9602B,SALON DE MANUCURE  EXTENSION AU GEL ET PEDICURE  SOIN DES MAINS,01P,M,99,
J00010085488,2022-04-28 04:00:22,5320Z,LIVREUR DELIVEROO ,01P,L,,
J00010049443,2022-04-13 19:32:55,4941A,CONVOYAGE DE VEHICULES PAR LA ROUTE,05P,C,99,
J00010024420,2022-03-31 03:34:42,9602B,SOINS DE BEAUTE  EPILATION  ONGLERIE  SOINS VISAGE  MICROBLADING  EXTENSIONS DE CILS ,01P,M,99,
J00010083947,2022-04-27 19:34:50,7320Z,UTILISATEUR APPLICATION MOBEYE,01P,X,,
J00010071488,2022-04-27 15:36:26,7410Z,INFOGRAPHIE CREATION DE LOGOS DE CARTES DE VISITE AFFICHES SUPPORTS DE COMMUNICATION,01P,X,,
J00010075257,2022-04-25 19:40:01,9609Z,COACHING EN DEVELOPPEMENT PERSONNEL ET PROFESSIONNEL ET CONSEILLERE EN IMAGE RELOOKING,01P,X,,
J00010082758,2022-04-27 19:33:48,7112B,INGENIERIE PEDAGOGIQUE,01P,X,,
J00010098952,2022-05-03 14:03:30,6621Z,EXPERT EN EVALUATION DES RISQUES ET DOMMAGES,01P,X,,
J00010077147,2022-04-27 16:35:36,7022Z,ACCOMPAGNEMENT CANDIDATS VAE,01P,X,,
J00010099588,2022-05-03 03:39:25,7022Z,GESTIONNAIRE DE STOCK DE MARCHANDISE ET DE PRODUITS  GESTION DES APPROVISIONNEMENTS ET DES ACHATS DE MARCHANDISE ,01P,X,,
J00010075638,2022-04-26 12:05:01,9609Z,CONCIERGERIE,05P,X,,
J00010019651,2022-03-26 19:31:45,4789Z,COMMERCE AMBULANT VENTE DE MINERAUX  CRISTAUX  PENDENTIFS  STATUETTES SUR LES MARCHES  FOIRES  SALONS  FETES DE VILLAGE  SITE TOURISTIQUE,01P,C,16,
J00010021640,2022-03-29 19:32:30,7729Z,LOCATION D ELEMENTS DE DECORATION  VAISSELLE ET MATERIEL DIVERS POUR CREER UNE THEMATIQUE CREATION ET VENTE DE SUPPORTS GRAPHIQUES,01P,C,99,
J00010080182,2022-04-27 03:59:45,8130Z,TONTE  TAILLE DES HAIES  ELAGAGE  RAMASSAGE DE TOUS MATERIAUX  MISE EN DECHETERIE,01P,C,99,
J00010059657,2022-04-19 19:34:04,4791B,VENTE D OBJETS DE TOUT TYPE  PROTOTYPE  DECORATION  OBJET UTILE  SUR MESURE     QUI SERONT IMPRIMES EN 3D ,01P,C,99,
J00010069177,2022-04-22 04:01:58,9609Z,TATOUAGE PAR EFFRACTION CUTANEE  REALISATION DE DESSINS  CONSEIL,01P,X,,
J00010098788,2022-05-02 19:34:33,5912Z,MONTEUR AUDIOVISUEL  DERUSHAGE  MONTAGE VIDEO  ECLAIRAGE  PRISE DE VUE ET PRISE DE SON,01P,X,,
J00010034296,2022-04-06 03:38:00,9604Z,MASSAGE BIEN ETRE,01P,C,99,
J00010062842,2022-04-20 19:32:20,4531Z,REPRODUCTION DE CLE AUTOMOBILE ET DE MOTO AVEC VENTE DE CLE  DIAGNOSTIC AUTOMOBILE TOUTES MARQUES ET AJOUT D OPTIONS AUTOMOBILE,01P,C,99,
J00010026060,2022-03-31 19:33:59,4789Z,BROCANTE  ACHATS ET VENTES D OBJETS D OCCASION EN TRAVAILLANT CHEZ MOI SUR MON ORDINATEUR,01P,C,99,
J00010069128,2022-04-22 04:01:54,8299Z,ASSISTANCE AUX ENTREPRISES DE MODE ET LUXE DANS L ORGANISATION ET LA COORDINATION DE PRODUCTIONS TYPE   DEFILES  SHOOTS ET TOURNAGES DIVERS ,01P,X,,
J00010061737,2022-04-20 07:47:49,6622Z,MANDATAIRE D INTERMEDIAIRE D ASSURANCES,54P,R,,
J00010022150,2022-03-29 19:32:46,9529Z,MENAGE  JARDINAGE  PETIT BRICOLAGE  ENTRETIEN DU LINGE,01P,M,99,
J00010022390,2022-03-29 19:33:05,8551Z,COURS DE YOGA,05P,X,,
J00010093912,2022-04-30 03:37:25,7490B,SERVICE DE CONSEIL SCIENTIFIQUE EN PHARMACOLOGIE ET AUTRES SCIENCES DE LA SANTE,01P,X,,
